actionlog.1	{0} reason: {1}
component_personalshop.6	Kiosk has been set up.
component_personalshop.7	Personal shop has been set up.
component_personalshop.8	Kiosk has closed.
component_personalshop.9	Kiosk has closed.
component_personalshop.10	You cannot sell this.
component_personalshop.11	[{0}] sold to [{1}] for {2}G.\n(Transaction fee: {3}G)
component_personalshopcustomer.1	Bank transaction disabled.
component_personalshopcustomer.2	Cannot set up shop while mounting.
component_personalshopcustomer.3	Cannot set up shop while riding a giant.
component_personalshopcustomer.4	Transaction failed.\nPlease try again later.
component_pet.1	{0} can't grow any larger!
component_pet.2	Can't grow any larger!
component_pet.3	{0} seems to be a little taller.
component_pet.4	Seems to have grown taller...
component_pet.5	{0} grew way bigger!|{0} very obviously grew in size!
component_pet.6	{0} grew way bigger!|{0} very obviously grew in size!
component_pet.7	Cannot guard personal shop.
component_pet.8	{0} cannot sweep while guarding your personal shop.
component_pet.9	{0} is tired and needs to rest.
component_pet.10	{0} needs time before it can sweep.
component_pet.11	{0} is tired and needs to rest.
component_pet.12	Nothing was found.
component_pet.13	(테스트) {0}초 뒤에 아이템을 물어옵니다.
component_petpvp.1	カウントダウン {0}!
component_pvp.1	Battle Blessing disappeared.
component_royalalchemist.1	Get Tara Royal Alchemist points.
component_service.1	You need {0} to establish a guild.
component_service.2	{0} service expired, housing will be reset.
component_service.3	Homeowner {0} service expired, housing recovered.
component_service.4	You do not have {0} service, unable to produce.
component_service.5	You do not have {0} service, unable to change housing.
component_service.6	You do not have {0} service, unable to build housing.
component_service.7	You do not have {0} service, unable to destroy housing.
component_service.8	You do not have {0} service, union is not active.
component_service.9	You do not have {0} service, only item removal is allowed.
component_service.10	You do not have any emergency escape bombs.
component_ship.1	You cannot board together.
component_ship.2	You cannot board.
component_ship.3	You can take a boat to leave.
component_ship.4	You cannot bring others with you.
component_ship.5	I can't get on this raft.
component_ship.6	There are other rafts nearby.
component_showdown.1	You have lost the battle.
component_showdown.2	You have won the battle.
component_showdown.3	You have lost the battle.
component_showdown.4	You have won the battle.
component_showdown.5	You have lost the battle.
component_showdown.6	You have won the battle.
component_showdown.7	Unable to request.
component_showdown.8	You are not the party leader.
component_showdown.9	They are not the party leader.
component_showdown.10	Unable to request.
component_showdown.11	Unable to request.
component_showdown.12	Your duel invitation was refused. You cannot request again within 3 minutes.
component_skiing.1	座っている状態ではスキーはできそうに無い。
component_skiing.2	ペットキャラクターを召喚した状態ではスキーができないようだ。
component_skiing.3	モンスターを手なずけている状態ではスキーができないようだ。
component_skiing.4	スキル使用中はスキーができないようだ。
component_skiing.5	誰かを乗せている状態ではスキーができません。
component_skiing.6	乗り物に乗っている状態ではスキーができません。
component_skiing.7	ジャンプ距離 : {0} meter\n芸術点 : {1}点\n\n合計点 : {2}点
component_skiing.8	대전 중일 때는 스키를 탈 수 없습니다.
component_skill.1	{0} 昇段修練値減少
component_skill.2	{0}% の数値でチェーンシリンダー習得を試みました。0.5% 以下のとき習得します。
component_skilletc.1	Reeled in a chest.
component_skilletc.2	Underwater relic
component_skilletc.3	{0}'s caught fish will be placed into your inventory.
component_skilletc.4	{0}'s caught fish will be placed into your inventory.
component_skilletc.5	Not enough skill proficiency.
component_skilletc.6	(Production training potion is in effect.)
component_skilletc.7	(Combat training potion is in effect.)
component_skilletc.8	(Magic training potion is in effect.)
component_skilletc.9	(Alchemy training potion is in effect.)
component_skilletc.10	現在の圧力 : {0}
component_skilletc.11	Weapon not equipped.
component_skilletc.12	2x production skill training bonus
component_skilletc.13	2x combat skill training bonus
component_skilletc.14	2x magic skill training bonus
component_skilletc.15	2x alchemy skill training bonus
component_skilletc.16	{0}x skill specialization bonus
component_skilletc.17	{0}x event bonus
component_skilletc.18	Production skill +%.2f experience
component_skilletc.19	Production experience reward: %.2f EXP
component_skilletc.20	Production experience reward: +%.2f
component_skilletc.21	Production experience +{0} 
component_skilletc.22	Production experience reward: {0} EXP
component_skilletc.23	Production reward: +{0} EXP
component_skilletc.24	악기 연주 스킬 수련치 2배
component_summonmaster.1	Cannot trade.
component_summonmaster.2	Pet summoning canceled.
component_summonmaster.3	Unable to summon while on board.
component_summonmaster.4	You cannot summon while flying.
component_summonmaster.5	You cannot summon while flying.
component_summonmaster.6	You cannot summon pets here.
component_summonmaster.7	You cannot summon while on a hot-air balloon.
component_summonmaster.8	You cannot summon pets right now.
component_summonmaster.9	You cannot summon right now.
component_summonmaster.10	During {0}, pets cannot be summoned.
component_summonmaster.11	You cannot summon while skiing.
component_summonmaster.12	You cannot summon pets right now.
component_summonmaster.13	During {0}, pets cannot be summoned.
component_summonmaster.14	You cannot summon while on board.
component_summonmaster.15	You cannot summon while on a hot-air balloon.
component_summonmaster.16	You cannot summon while flying.
component_summonmaster.17	You cannot summon while skiing.
component_summonmaster.18	You cannot summon while flying.
component_summonmaster.19	You cannot summon here.
component_summonmaster.20	Something is already summoned.
component_summonmaster.21	I can't seem to summon.
component_summonmaster.22	You cannot summon right now.
component_summonmaster.23	You cannot summon during the battle.
component_summonmaster.24	Pets cannot participate in the battle and have had their summons ended.
component_summonmaster.25	You cannot summon pets during the Fashion Show Contest.
component_summonmaster.26	Pet summons have ended.
component_summonmaster.27	犬はこの島に入る事ができません。
component_summonmaster.28	犬とネズミはこの島に入る事ができません。
component_summonmaster.29	ここでは犬を召喚することができません。
component_summonmaster.30	ここでは犬またはネズミを召喚することができません。
component_summonmaster.31	You cannot summon pets right now.
component_summonmaster.32	You cannot summon right now.
component_summonmaster.33	You cannot mount right now.
component_summonmaster.34	Only VIP users can summon.
component_tame.1	Golem turned back into a pile of rocks.
component_tame.2	Attack, it's distracted.
component_tame.3	Your soul returned to your body.
component_title.1	You must be allied to use this title.
component_title.2	You must be allied to use this title.
component_title.3	'{0}' title expired.
component_transport.1	現在ペットが搭乗できません。
component_treasureofgod.1	{0}'s power increased.\n
component_treasureofgod.2	{0}'s effect has activated.\n
component_treasureofgod.3	{0}'s effect disappeared.\n
component_treasureofgod.4	{0}'s power has weakened.\n
component_treasureofgod.5	Falias Treasure Restoration
component_treasureofgod.6	Open Falias Treasure Slot
component_treasureofgod.7	Close Falias Treasure Slot
component_tutorial.1	You cannot start while a pet is summoned.
component_vehicle.1	You cannot mount this horse.
component_vehicle.2	You cannot mount.
component_vehicle.3	Explosives are strapped to the monster.
component_vehicle.4	The explosives look ready to set off.
component_vehicle.5	Press [V] to take off.
component_vehicle.6	Press <hotkey name=\"TakeOff\"/> to take off.
component_vehicle.7	Unable to integrate.
component_vehicle.8	Abnormal state.
component_vehicle.9	Unable to remove integration.
component_vehicle.10	Abnormal state.
component_vehicle.11	頭の上にとまるのに失敗しました。
component_vehicle.12	頭の上から降りるのに失敗しました。
consolebattleground.1	전장 매니저가 테스트 모드로 바뀝니다. 시간에 의한 State 변경이 동작하지 않습니다.
consolebattleground.2	전장 매니저가 일반 모드로 바뀝니다. 시간에 의한 State 변경이 동작합니다.
consolebattleground.3	당신의 길드가 센마이 길드전에 참가하게 되었습니다.
consolebattleground.4	당신의 길드가 센마이 길드전에서 빠지게 되었습니다.
