ego.1	Soc
ego_eiry.97	Enterキーを押すとチャット欄が表示されるので、<br/>その状態で言葉を入力すれば、まわりのヒトたちに聞こえるように話ができます！<p/>Enterキーを押して、チャットウィンドウが表示された状態でTabキーを押すと<br/>パーティーを組んでるヒトにだけ聞こえる会話ができたり、<br/>特定のヒトにだけ話しかけたりするコトもできちゃいます！<p/>でも、そういう状態では他のヒトの会話も聞こえないので<br/>注意してくださいね。
ego_eiry.98	他のヒトとアイテムを取引したいんですか？<br/>それなら、取引したいヒトにマウスカーソルをあわせて、右クリックすると<br/>メニューが表示されるので、「取引」を選んでください！<p/>取引ウィンドウにアイテムを移した後、両者が「完了」ボタンを押せば<br/>取引が成立しますよっ。<br/>取引するアイテムが合ってるかどうか確認してから、<br/>完了ボタンを押すようにしてくださいね。
ego_eiry.99	他のヒトと一緒に何かをする方法？<br/>あっ…「パーティー」のコトですね！<br/>パーティーを組みたいときは、他のヒトが作ったパーティーに入るか<br/>自分でパーティーを作る必要がありますっ。<p/>他のヒトが作ったパーティーに入る場合には、<br/>そのヒトの頭の上にある「パーティーウィンドウ」をクリックしてください！<br/>たまにパーティーウィンドウを、プラカードの代わりに使うヒトもいるみたいです。<p/>ご主人さま自身がパーティーを作りたい場合は<br/>Ｐキーを押してパーティーウィンドウを開いたら、<br/>パーティー名を入力すればパーティーを作成できますっ。<br/>パスワードは入力必須じゃないので、必要なときだけ設定すれば良いですよ！
ego_eiry.100	持ってる食べ物を、他のヒトと分け合って食べてみたい…？<br/>えーっと…あ。うん！ それは「シェアリング」って言います！<br/>まずは、近くでキャンプファイアをやってるトコを探してみてくださいっ。<p/>キャンプファイアの近くに座ると「シェアリングできます」っていう表示が出るハズです。<br/>その状態でシェアリングしたい食べ物を右クリックして<br/>「使用する」を選択すると、シェアリングメニューが表示されます！<br/>ショートカットキーを使って食べるとシェアリングできないので注意してくださいねっ。
ego_eiry.101	フレンド登録ですか？<br/>それならまず、登録したいヒトにマウスカーソルを合わせて、右クリックしてみてください！<br/>表示されるメニューの中の「フレンドの追加」って項目を選択すると<br/>相手側に、登録の可否を確認するメニューが表示されます。<p/>相手が許可してくれればフレンド登録完了っ！<br/>フレンド登録をすると、登録したヒトが接続したトキに<br/>メッセージが表示されるので便利ですよっ。
ego_eiry.102	<listbox page_size = '5' title = 'アイリのひとこと' cancel = '@breakloop'><button title='ミニマップを見てみましょう' keyword='@seeminimap' /></listbox>
ego_eiry.103	ハイ！ このわたし、アイリの出番ですねっ！<br/>わたしのお話、聞いてくださいますか？
ego_eiry.104	ミニマップは見てますか？ ご主人さま！<br/>Ｍキーを押せば、ミニマップが表示されるコトはもうご存知ですよね？<br/>ちなみに、ミニマップでは上が北、下が南ですよっ。<p/>ミニマップと一緒に、わたしがメモしておいた地図も一緒に見ると良いですよ！<br/>わたしのメニューの「ここはどこ？」ボタンを押せば、いつでも見られますっ。
ego_eiry.105	他のヒトとアイテムを取引したいんですか？<br/>それなら、取引したいヒトにマウスカーソルをあわせて、右クリックすると<br/>メニューが表示されるので、「取引」を選んでください！<p/>取引ウィンドウにアイテムを移した後、両者が「完了」ボタンを押せば<br/>取引が成立しますよっ。<br/>取引するアイテムが合ってるかどうか確認してから、<br/>完了ボタンを押すようにしてくださいね。
ego_eiry.106	他のヒトと一緒に何かをする方法？<br/>あっ…「パーティー」のコトですね！<br/>パーティーを組みたいときは、他のヒトが作ったパーティーに入るか<br/>自分でパーティーを作る必要がありますっ。<p/>他のヒトが作ったパーティーに入る場合には、<br/>そのヒトの頭の上にある「パーティーウィンドウ」をクリックしてください！<br/>たまにパーティーウィンドウを、プラカードの代わりに使うヒトもいるみたいです。<p/>ご主人さま自身がパーティーを作りたい場合は<br/>Ｐキーを押してパーティーウィンドウを開いたら、<br/>パーティー名を入力すればパーティーを作成できますっ。<br/>パスワードは入力必須じゃないので、必要なときだけ設定すれば良いですよ！
ego_eiry.107	持ってる食べ物を、他のヒトと分け合って食べてみたい…？<br/>えーっと…あ。うん！ それは「シェアリング」って言います！<br/>まずは、近くでキャンプファイアをやってるトコを探してみてくださいっ。<p/>キャンプファイアの近くに座ると「シェアリングできます」っていう表示が出るハズです。<br/>その状態でシェアリングしたい食べ物を右クリックして<br/>「使用する」を選択すると、シェアリングメニューが表示されます！<br/>ショートカットキーを使って食べるとシェアリングできないので注意してくださいねっ。
ego_eiry.108	フレンド登録ですか？<br/>それならまず、登録したいヒトにマウスカーソルを合わせて、右クリックしてみてください！<br/>表示されるメニューの中の「フレンドの追加」って項目を選択すると<br/>相手側に、登録の可否を確認するメニューが表示されます。<p/>相手が許可してくれればフレンド登録完了っ！<br/>フレンド登録をすると、登録したヒトが接続したトキに<br/>メッセージが表示されるので便利ですよっ。
ego_eiry.109	ナオさんがティルコネイルの村長の<br/>ダンカンさんを訪ねるように行ってましたねっ！<p/>
ego_eiry.110	地図の右に、ティルコネイルへ行く<br/>出口があります！<br/>地図をよーく見るとわかると思いますが<br/>下の続けるボタンを押してください。<p/><image name='npctalk_duncan'/>ティルコネイルを<br/>紹介する映像が終わったら、<br/>村長のダンカンさんのすぐ隣にいるハズです！<br/>ダンカンさんをマウスでクリックしてくださいねっ。<p/>
ego_eiry.111	<image name='npctalk_duncan'/>村長のダンカンさんは<br/>すぐ近くにいるハズですよ！<br/>まわりをよーくを探してみてくださいっ。<br/>頭の上に、「npcダンカン」と書いてあるヒトが<p/>村長のダンカンさんですっ。<p/>
ego_eiry.112	<image name='npctalk_duncan'/>村長のダンカンさんは<br/>ティルコネイルの中心にあるの<br/>「村長の家」近くにいるそうですよっ。<p/>
ego_eiry.113	あっ！ フクロウ便が届きましたね！<br/>えーと……なになに……？<p/>あ。レイナルド先生からのお手紙みたいです！<br/>ご主人さまに、学校まで来て欲しいそうですよ。<br/>レイナルド先生は、いつも学校の訓練用のカカシの近くにいますっ。<p/><image name='npctalk_ranald'/>マウスマウスカーソルで<br/>先生をクリックすると<br/>先生がいろいろ教えてくれるハズですよ！<p/>
ego_eiry.114	えーっと…まず、学校内にいる訓練用のカカシさんを叩いてみてください！<br/>1回叩くごとに、先生がいろんなアドバイスをしてくれますよっ。<br/>何度かカカシさんを叩いてると、<br/>アタックスキルを使えるようになったっていうメッセージが出るハズです。<p/><image local='true' name='npctalk_skill_get' width='460' height='47'/>メッセージウィンドウに<br/>表示されてるとおり、<br/>Ｓキーや画面下のスキルボタンを押すと<br/>スキルウィンドウが表示されますよね？<p/>そこの、アタックスキルの横にある黄色の'Get' ボタンを押すと、<br/>アタックスキルが使えるようになりますよっ！<p/><image local='true' name='npctalk_AP' width='468' height='274'/>あ！ それと、<br/>このボタンを押して表示される<br/>このウィンドウも、とっても重要なんです。<p/>しっかり覚えておいてくださいね、ご主人さま！<p/>
